Bike_Model,Age,Service_Type,Service_History,Service_Time (hours:minutes),Build_Year,Mileage (km),Last_Serviced_Date (months),Current_Year
Yamaha FZ V2,4,Brake Inspection,27,04:49,2019,24068,0,2023
Yamaha FZ X,0,Fork Oil Change,26,03:03,2023,10272,2,2023
Yamaha R15 V3,4,Brake Inspection,32,02:41,2019,29801,4,2023
Yamaha R15 V1,13,Chain Inspection,28,10:30,2010,35187,7,2023
Yamaha FZ V2,0,Oil Change,7,-2:-9,2023,24161,8,2023
Yamaha FZ V2,2,Coolant Oil Change,19,01:69,2021,13277,5,2023
Yamaha MT15 v1,3,Coolant Oil Change,8,06:-3,2020,13012,4,2023
Yamaha R15 V2,6,Complete Check Up,3,14:75,2017,15659,6,2023
Yamaha R15 V3,3,Brake Inspection,16,01:48,2020,15542,9,2023
Yamaha R15 V2,8,Oil Change,10,11:41,2015,15367,9,2023
Yamaha FZ 250,5,Air Filter Change,5,05:46,2018,26663,9,2023
Yamaha FZ V3,8,Brake Inspection,17,08:38,2015,54969,10,2023
Yamaha R15 V3,5,Fork Oil Change,10,02:16,2018,37863,10,2023
Yamaha FZ V2,8,Chain Inspection,9,06:15,2015,49301,9,2023
Yamaha FZ X,13,Oil Change,18,14:22,2010,48249,12,2023
Yamaha FZ V3,10,Coolant Oil Change,16,07:28,2013,20508,2,2023
Yamaha FZ X,5,Brake Fluid Change,22,07:60,2018,18419,0,2023
Yamaha MT15 v2,9,Brake Fluid Change,-2,07:29,2014,57614,13,2023
Yamaha R15 V3,1,Air Filter Change,5,00:67,2022,19313,6,2023
Yamaha FZ 250,10,Brake Inspection,34,09:62,2013,61085,13,2023
Yamaha FZ V1,8,Oil Change,19,06:-4,2015,12717,0,2023
Yamaha R15 V4,12,Air Filter Change,8,12:40,2011,49673,7,2023
Yamaha FZ V1,1,Complete Check Up,12,-1:59,2022,9323,3,2023
Yamaha R15 V3,11,Oil Change,0,10:64,2012,49207,3,2023
Yamaha FZ X,0,Fork Oil Change,7,03:33,2023,26251,14,2023
Yamaha R15 V3,13,Complete Check Up,22,28:-16,2010,44918,6,2023
Yamaha R15 V4,7,Air Filter Change,3,04:21,2016,20708,3,2023
Yamaha R15 V1,13,Coolant Oil Change,35,13:26,2010,39245,6,2023
Yamaha MT15 v1,11,Coolant Oil Change,8,09:32,2012,33840,8,2023
Yamaha MT15 v1,12,Fork Oil Change,3,14:26,2011,66578,6,2023
Yamaha R15 V4,3,Brake Inspection,34,03:49,2020,18303,12,2023
Yamaha FZ V2,7,Fork Oil Change,22,05:25,2016,32398,5,2023
Yamaha FZ V2,3,Brake Fluid Change,34,02:58,2020,12640,11,2023
Yamaha FZ V2,6,Fork Oil Change,9,07:65,2017,44016,8,2023
Yamaha MT15 v1,12,Oil Change,24,10:07,2011,67392,6,2023
Yamaha FZ X,13,Brake Inspection,0,11:44,2010,27431,15,2023
Yamaha FZ X,12,Oil Change,23,13:30,2011,20185,11,2023
Yamaha R15 V1,4,Complete Check Up,24,07:15,2019,44182,4,2023
Yamaha FZ 250,5,Chain Inspection,6,03:48,2018,30482,8,2023
Yamaha MT15 v1,9,Fork Oil Change,11,08:16,2014,60417,8,2023
Yamaha R15 V4,5,Fork Oil Change,15,04:-16,2018,3259,-2,2023
Yamaha FZ X,5,Brake Inspection,23,03:24,2018,28397,6,2023
Yamaha FZ X,4,Brake Inspection,6,01:35,2019,45225,2,2023
Yamaha R15 V2,11,Complete Check Up,16,21:27,2012,64077,9,2023
Yamaha R15 V2,9,Brake Fluid Change,25,07:60,2014,14711,0,2023
Yamaha FZ 250,8,Coolant Oil Change,7,08:51,2015,42089,3,2023
Yamaha R15 V3,4,Complete Check Up,5,10:06,2019,34564,13,2023
Yamaha MT15 v2,1,Air Filter Change,8,-1:24,2022,18527,4,2023
Yamaha R15 V3,2,Coolant Oil Change,25,05:53,2021,27490,3,2023
Yamaha FZ 250,9,Brake Inspection,10,08:31,2014,58700,3,2023
Yamaha FZ X,3,Air Filter Change,3,02:30,2020,35100,9,2023
Yamaha FZ V1,10,Chain Inspection,8,07:38,2013,46047,1,2023
Yamaha R15 V1,2,Complete Check Up,16,02:10,2021,5982,4,2023
Yamaha R15 V2,10,Chain Inspection,24,08:50,2013,54684,10,2023
Yamaha FZ V1,11,Oil Change,7,14:47,2012,39283,10,2023
Yamaha MT15 v1,8,Brake Fluid Change,9,11:19,2015,20960,8,2023
Yamaha MT15 v1,1,Air Filter Change,26,-2:73,2022,3235,4,2023
Yamaha FZ V1,7,Brake Inspection,20,08:-5,2016,37621,-1,2023
Yamaha R15 V3,5,Air Filter Change,21,04:33,2018,20814,10,2023
Yamaha FZ V2,12,Oil Change,18,15:44,2011,50514,4,2023
Yamaha R15 V3,11,Brake Inspection,18,09:05,2012,40390,1,2023
Yamaha R15 V4,10,Complete Check Up,20,23:05,2013,48441,3,2023
Yamaha R15 V4,10,Coolant Oil Change,3,08:77,2013,45412,5,2023
Yamaha FZ X,1,Oil Change,5,01:29,2022,7643,0,2023
Yamaha FZ X,0,Air Filter Change,10,03:39,2023,34270,9,2023
Yamaha R15 V3,5,Chain Inspection,-1,05:15,2018,41059,6,2023
Yamaha MT15 v2,13,Coolant Oil Change,-2,15:50,2010,23758,4,2023
Yamaha R15 V3,2,Oil Change,15,01:54,2021,41113,3,2023
Yamaha MT15 v2,11,Brake Fluid Change,20,11:52,2012,33103,12,2023
Yamaha FZ 250,1,Brake Inspection,6,00:-5,2022,10220,2,2023
Yamaha R15 V2,11,Brake Fluid Change,23,13:73,2012,49020,1,2023
Yamaha R15 V2,5,Brake Inspection,24,05:42,2018,32793,6,2023
Yamaha R15 V2,9,Brake Fluid Change,1,10:75,2014,12206,6,2023
Yamaha R15 V2,8,Brake Fluid Change,12,05:17,2015,13032,5,2023
Yamaha MT15 v1,9,Coolant Oil Change,18,07:33,2014,51690,5,2023
Yamaha FZ V2,8,Chain Inspection,-3,05:-2,2015,40186,6,2023
Yamaha FZ V2,6,Coolant Oil Change,13,09:-10,2017,5672,12,2023
Yamaha MT15 v2,1,Complete Check Up,22,04:28,2022,30769,2,2023
Yamaha FZ V1,11,Coolant Oil Change,14,14:-15,2012,11978,7,2023
Yamaha FZ X,8,Complete Check Up,24,19:57,2015,45927,6,2023
Yamaha FZ X,11,Complete Check Up,13,23:65,2012,15954,5,2023
Yamaha FZ V3,13,Oil Change,21,16:59,2010,12664,2,2023
Yamaha FZ V1,12,Coolant Oil Change,1,09:39,2011,8371,9,2023
Yamaha FZ 250,12,Brake Inspection,21,11:36,2011,35097,2,2023
Yamaha R15 V4,1,Chain Inspection,4,02:57,2022,14885,0,2023
Yamaha R15 V1,12,Brake Inspection,14,15:20,2011,28233,9,2023
Yamaha R15 V3,10,Oil Change,10,13:31,2013,5931,8,2023
Yamaha FZ V2,8,Oil Change,8,07:-17,2015,46729,7,2023
Yamaha FZ X,6,Oil Change,25,08:19,2017,37395,12,2023
Yamaha FZ X,9,Air Filter Change,10,08:39,2014,36657,2,2023
Yamaha FZ 250,9,Air Filter Change,11,12:-3,2014,30963,12,2023
Yamaha R15 V3,6,Brake Inspection,24,06:60,2017,15886,3,2023
Yamaha FZ V2,3,Oil Change,12,03:21,2020,21175,3,2023
Yamaha R15 V1,0,Coolant Oil Change,29,-2:51,2023,-13,9,2023
Yamaha R15 V1,10,Brake Fluid Change,24,07:20,2013,27462,2,2023
Yamaha FZ X,0,Fork Oil Change,22,01:39,2023,23250,3,2023
Yamaha MT15 v1,5,Fork Oil Change,16,05:68,2018,12347,-1,2023
Yamaha R15 V2,12,Air Filter Change,-1,15:56,2011,67999,4,2023
Yamaha R15 V1,12,Complete Check Up,22,25:-19,2011,41438,12,2023
Yamaha R15 V2,0,Air Filter Change,8,-1:20,2023,25173,3,2023
Yamaha FZ X,12,Chain Inspection,7,13:44,2011,14264,6,2023
Yamaha R15 V3,4,Chain Inspection,33,01:42,2019,17028,11,2023
Yamaha MT15 v1,9,Brake Fluid Change,17,12:27,2014,38179,0,2023
Yamaha R15 V1,8,Brake Fluid Change,17,05:31,2015,57689,14,2023
Yamaha FZ 250,2,Air Filter Change,18,-1:41,2021,8798,13,2023
Yamaha R15 V2,2,Fork Oil Change,-3,03:46,2021,40106,3,2023
Yamaha MT15 v2,6,Air Filter Change,11,05:46,2017,36612,7,2023
Yamaha FZ V3,9,Brake Inspection,30,06:09,2014,56549,9,2023
Yamaha FZ 250,9,Fork Oil Change,18,10:68,2014,46192,4,2023
Yamaha FZ V1,12,Fork Oil Change,14,12:24,2011,11008,-2,2023
Yamaha MT15 v2,1,Air Filter Change,26,01:-10,2022,4152,8,2023
Yamaha MT15 v2,13,Air Filter Change,28,14:76,2010,18243,8,2023
Yamaha R15 V1,7,Complete Check Up,26,12:37,2016,12174,8,2023
Yamaha R15 V1,7,Oil Change,25,08:58,2016,35046,8,2023
Yamaha FZ V2,0,Coolant Oil Change,3,00:19,2023,10022,12,2023
Yamaha FZ 250,6,Oil Change,5,04:-12,2017,57466,9,2023
Yamaha FZ V2,11,Brake Fluid Change,10,08:60,2012,16212,11,2023
Yamaha R15 V4,0,Brake Fluid Change,16,-2:61,2023,37875,2,2023
Yamaha FZ V1,7,Oil Change,10,05:31,2016,7116,5,2023
Yamaha R15 V2,8,Air Filter Change,12,05:-14,2015,16236,6,2023
Yamaha R15 V1,10,Oil Change,21,12:12,2013,15357,11,2023
Yamaha FZ V2,2,Oil Change,16,02:22,2021,5986,11,2023
Yamaha FZ V1,13,Chain Inspection,7,15:19,2010,33845,12,2023
Yamaha R15 V1,6,Oil Change,23,09:87,2017,30792,3,2023
Yamaha FZ V3,0,Air Filter Change,14,-2:51,2023,22296,7,2023
Yamaha MT15 v1,12,Coolant Oil Change,22,09:13,2011,46197,3,2023
Yamaha FZ 250,13,Complete Check Up,17,25:12,2010,37243,7,2023
Yamaha FZ 250,7,Complete Check Up,-1,15:35,2016,9662,3,2023
Yamaha R15 V4,4,Complete Check Up,13,06:37,2019,4312,9,2023
Yamaha FZ X,3,Air Filter Change,17,01:52,2020,41486,8,2023
Yamaha FZ X,1,Fork Oil Change,0,00:51,2022,11896,5,2023
Yamaha FZ V3,13,Oil Change,6,16:69,2010,39802,15,2023
Yamaha R15 V1,0,Complete Check Up,26,00:66,2023,15756,9,2023
Yamaha FZ X,8,Fork Oil Change,6,09:79,2015,16015,9,2023
Yamaha MT15 v2,8,Oil Change,12,08:11,2015,36894,4,2023
Yamaha FZ V2,5,Air Filter Change,33,06:38,2018,30008,9,2023
Yamaha FZ V2,6,Coolant Oil Change,1,04:64,2017,32181,0,2023
Yamaha FZ 250,9,Brake Inspection,24,09:33,2014,47438,4,2023
Yamaha MT15 v2,7,Oil Change,6,09:47,2016,32126,11,2023
Yamaha FZ V3,11,Chain Inspection,24,12:39,2012,9488,13,2023
Yamaha MT15 v1,13,Complete Check Up,10,25:14,2010,18043,7,2023
Yamaha R15 V3,0,Fork Oil Change,21,03:-16,2023,31127,4,2023
Yamaha FZ X,13,Brake Fluid Change,3,16:-17,2010,37349,11,2023
Yamaha FZ V2,9,Fork Oil Change,28,06:-2,2014,22982,12,2023
Yamaha MT15 v1,3,Air Filter Change,8,00:-22,2020,23336,5,2023
Yamaha MT15 v2,10,Oil Change,27,12:21,2013,55390,5,2023
Yamaha MT15 v2,13,Brake Fluid Change,17,16:05,2010,53314,5,2023
Yamaha MT15 v1,11,Oil Change,18,08:51,2012,48394,6,2023
Yamaha FZ V1,10,Air Filter Change,15,07:-20,2013,36094,12,2023
Yamaha FZ V1,8,Air Filter Change,3,10:73,2015,30304,6,2023
Yamaha R15 V4,12,Air Filter Change,22,15:31,2011,62984,9,2023
Yamaha FZ X,7,Complete Check Up,23,17:-24,2016,4668,8,2023
Yamaha FZ 250,1,Fork Oil Change,22,02:36,2022,11997,8,2023
Yamaha FZ V3,4,Brake Fluid Change,14,03:37,2019,26849,12,2023
Yamaha R15 V3,7,Oil Change,10,05:57,2016,15238,9,2023
Yamaha R15 V4,7,Fork Oil Change,26,09:-1,2016,46706,1,2023
Yamaha MT15 v2,5,Coolant Oil Change,25,08:47,2018,23684,6,2023
Yamaha MT15 v2,13,Coolant Oil Change,21,14:24,2010,16595,7,2023
Yamaha FZ V1,5,Coolant Oil Change,12,07:53,2018,9015,15,2023
Yamaha FZ V1,9,Coolant Oil Change,16,10:11,2014,8579,11,2023
Yamaha FZ 250,1,Air Filter Change,3,01:38,2022,12708,10,2023
Yamaha R15 V2,13,Complete Check Up,10,22:-25,2010,16595,8,2023
Yamaha FZ 250,0,Coolant Oil Change,24,-1:04,2023,7831,4,2023
Yamaha FZ V1,9,Brake Fluid Change,25,10:00,2014,13564,12,2023
Yamaha FZ V3,5,Oil Change,5,02:03,2018,41730,6,2023
Yamaha FZ V1,6,Air Filter Change,0,09:08,2017,44573,11,2023
Yamaha FZ V2,7,Chain Inspection,19,10:58,2016,39439,6,2023
Yamaha MT15 v2,10,Complete Check Up,22,20:45,2013,25021,12,2023
Yamaha R15 V1,11,Oil Change,27,12:34,2012,49004,6,2023
Yamaha FZ 250,13,Oil Change,0,15:33,2010,27515,13,2023
Yamaha R15 V3,0,Coolant Oil Change,13,-3:62,2023,35304,4,2023
Yamaha FZ X,6,Complete Check Up,3,14:71,2017,41897,12,2023
Yamaha R15 V3,0,Complete Check Up,18,00:34,2023,27231,4,2023
Yamaha FZ 250,9,Coolant Oil Change,26,11:08,2014,59251,0,2023
Yamaha FZ V3,11,Chain Inspection,17,10:71,2012,27950,15,2023
Yamaha FZ X,1,Coolant Oil Change,7,01:74,2022,10647,3,2023
Yamaha FZ 250,2,Brake Inspection,11,00:59,2021,11694,7,2023
Yamaha R15 V2,10,Oil Change,20,10:45,2013,12759,1,2023
Yamaha FZ V2,12,Air Filter Change,4,10:-6,2011,6271,5,2023
Yamaha MT15 v2,2,Brake Fluid Change,22,01:12,2021,19588,3,2023
Yamaha FZ 250,2,Brake Inspection,17,03:26,2021,23568,3,2023
Yamaha FZ X,2,Coolant Oil Change,8,00:-3,2021,7290,8,2023
Yamaha FZ V3,2,Brake Inspection,17,03:29,2021,11181,9,2023
Yamaha R15 V3,1,Chain Inspection,33,01:51,2022,8927,4,2023
Yamaha R15 V4,6,Brake Fluid Change,19,06:53,2017,13724,5,2023
Yamaha MT15 v1,1,Complete Check Up,30,03:41,2022,21994,10,2023
Yamaha FZ V3,7,Coolant Oil Change,29,10:37,2016,39304,3,2023
Yamaha FZ V1,10,Air Filter Change,25,11:-2,2013,35496,5,2023
Yamaha FZ V1,6,Fork Oil Change,19,03:11,2017,31872,8,2023
Yamaha FZ V2,2,Air Filter Change,0,05:43,2021,14818,14,2023
Yamaha FZ V1,5,Coolant Oil Change,7,03:27,2018,19284,-1,2023
Yamaha R15 V4,11,Brake Fluid Change,2,09:41,2012,55146,9,2023
Yamaha FZ X,11,Oil Change,27,10:37,2012,15686,6,2023
Yamaha R15 V3,6,Brake Fluid Change,3,08:16,2017,31966,7,2023
Yamaha FZ V2,6,Brake Fluid Change,10,08:66,2017,20271,-1,2023
Yamaha FZ V1,2,Fork Oil Change,0,-1:36,2021,30941,7,2023
Yamaha FZ V1,1,Coolant Oil Change,15,01:19,2022,17348,9,2023
Yamaha MT15 v1,4,Brake Fluid Change,24,04:09,2019,26021,8,2023
Yamaha FZ V3,4,Fork Oil Change,4,06:-15,2019,37395,13,2023
Yamaha FZ V2,2,Brake Inspection,22,01:27,2021,12809,7,2023
Yamaha FZ V2,2,Coolant Oil Change,28,01:69,2021,33148,4,2023
Yamaha FZ V2,8,Oil Change,29,10:24,2015,50985,-1,2023
Yamaha MT15 v1,11,Brake Inspection,10,14:-25,2012,51200,3,2023
Yamaha MT15 v1,5,Air Filter Change,8,08:54,2018,6395,11,2023
Yamaha FZ X,0,Chain Inspection,1,01:48,2023,9326,4,2023
Yamaha FZ V3,6,Oil Change,34,05:58,2017,26439,10,2023
Yamaha R15 V1,6,Chain Inspection,13,06:63,2017,8961,14,2023
